Flight;Time;Length;Airline;AirportFrom;AirportTo;DayOfWeek;Class
7335.0;871.0;81.0;EV;GNV;ATL;5;0
6468.0;1032.0;98.0;OO;OKC;DEN;2;0
2530.0;390.0;96.0;DL;RAP;MSP;7;0
430.0;430.0;90.0;AA;DFW;STL;4;0
2681.0;419.0;86.0;YV;CVG;CLT;2;0
673.0;600.0;157.0;UA;LGA;ORD;2;0
555.0;1235.0;33.0;HA;OGG;HNL;5;0
3235.0;745.0;40.0;MQ;DFW;ACT;5;0
1217.0;885.0;148.0;FL;MDW;SRQ;4;0
7078.0;1169.0;84.0;EV;LGA;IAD;4;0
461.0;795.0;212.0;B6;BOS;RSW;1;0
2147.0;780.0;160.0;DL;LGA;ATL;1;0
2144.0;1020.0;84.0;XE;EWR;ROC;5;0
2111.0;890.0;148.0;DL;ATL;DFW;6;0
6450.0;455.0;107.0;OH;MCI;CVG;7;0
4871.0;400.0;121.0;OO;BIS;SLC;5;0
182.0;800.0;325.0;DL;SEA;JFK;4;0
2539.0;600.0;110.0;DL;DCA;ATL;5;0
3917.0;620.0;60.0;9E;FWA;DTW;5;0
6692.0;480.0;223.0;OH;IAH;JFK;4;0
1176.0;715.0;100.0;WN;MHT;PHL;6;0
2599.0;420.0;212.0;DL;MSP;PHX;3;0
1538.0;1220.0;99.0;DL;ATL;DCA;5;0
1538.0;810.0;180.0;AA;BUR;DFW;4;0
6342.0;1247.0;48.0;OO;SAN;LAX;2;0
2832.0;945.0;125.0;MQ;PNS;DFW;4;0
519.0;405.0;100.0;DL;RAP;MSP;3;0
458.0;1200.0;97.0;US;SLC;PHX;1;0
4238.0;385.0;104.0;9E;RST;DTW;1;0
1237.0;420.0;75.0;WN;MDW;CLE;2;0
5260.0;597.0;100.0;EV;ATL;CHO;3;0
1668.0;840.0;60.0;AA;DFW;TUL;6;0
4648.0;1093.0;97.0;OO;GEG;SLC;2;0
6372.0;884.0;46.0;OO;SBA;LAX;4;0
1165.0;905.0;235.0;AA;PHL;DFW;7;0
6768.0;1162.0;88.0;OO;DEN;JAC;7;0
6547.0;385.0;151.0;OO;IAH;ORD;1;0
1954.0;485.0;80.0;WN;JAN;HOU;6;0
2897.0;950.0;80.0;WN;ELP;SAT;6;0
1141.0;755.0;130.0;WN;LIT;BWI;1;0
7305.0;575.0;71.0;EV;MEM;STL;3;0
378.0;665.0;125.0;AA;ORD;LGA;4;0
3798.0;1170.0;190.0;MQ;ORD;ABQ;7;0
939.0;1135.0;147.0;UA;DEN;SAN;5;0
660.0;420.0;230.0;AS;SEA;DFW;6;0
533.0;430.0;76.0;FL;MEM;ATL;5;0
1768.0;490.0;80.0;WN;HOU;TUL;6;0
531.0;960.0;135.0;AA;DCA;STL;5;0
4523.0;990.0;80.0;MQ;BOS;LGA;5;0
341.0;577.0;49.0;HA;ITO;HNL;2;0
6295.0;1130.0;230.0;OO;IAD;COS;5;0
6316.0;1035.0;102.0;OH;IND;RDU;2;0
305.0;745.0;165.0;FL;DEN;ATL;7;0
6897.0;420.0;200.0;OO;BOI;ORD;2;0
2894.0;776.0;59.0;XE;CRP;IAH;1;0
16.0;790.0;325.0;HA;HNL;SAN;2;0
4650.0;360.0;150.0;MQ;LGA;ATL;3;0
301.0;985.0;278.0;US;CLT;PHX;1;0
316.0;880.0;123.0;AS;SEA;SFO;3;0
3114.0;1079.0;98.0;XE;LGA;CLE;5;0
552.0;540.0;159.0;AS;SEA;PSP;3;0
2159.0;910.0;110.0;XE;MEM;IAH;1;0
4.0;745.0;335.0;AA;LAX;JFK;7;0
4270.0;815.0;56.0;9E;CVG;FWA;4;0
5549.0;1095.0;72.0;EV;AVL;ATL;2;0
6269.0;1034.0;122.0;OO;SEA;SFO;3;0
88.0;465.0;269.0;US;ATL;PHX;2;0
1636.0;785.0;105.0;AA;DFW;OMA;5;0
5957.0;1101.0;105.0;XE;HSV;IAD;4;0
1517.0;820.0;70.0;AA;SAT;DFW;1;0
639.0;1170.0;177.0;CO;MIA;EWR;7;0
7049.0;360.0;48.0;OO;SEA;PDX;4;0
1697.0;730.0;145.0;US;IAH;CLT;3;0
4437.0;480.0;120.0;MQ;LGA;CMH;1;0
555.0;1235.0;33.0;HA;OGG;HNL;4;0
2659.0;1010.0;180.0;XE;CLE;DFW;5;0
1630.0;725.0;183.0;US;DEN;CLT;4;0
35.0;480.0;400.0;HA;PHX;HNL;4;0
1589.0;745.0;105.0;DL;DTW;BNA;2;0
5495.0;1305.0;105.0;EV;ATL;BMI;1;0
653.0;775.0;203.0;UA;PHX;ORD;5;0
600.0;570.0;81.0;B6;JFK;PWM;7;0
121.0;924.0;166.0;UA;ORD;IAH;2;0
6490.0;977.0;109.0;OO;DEN;CID;1;0
2149.0;390.0;59.0;XE;DAL;IAH;6;0
35.0;480.0;400.0;HA;PHX;HNL;2;0
3764.0;730.0;120.0;MQ;ORD;PHL;6;0
2170.0;565.0;100.0;WN;OKC;DEN;6;0
2020.0;743.0;221.0;DL;LAX;MEM;3;0
6454.0;455.0;95.0;OH;CVG;DCA;7;0
1427.0;1110.0;175.0;AA;TPA;DFW;1;0
5919.0;491.0;85.0;XE;IAD;CAE;1;0
2017.0;1312.0;213.0;DL;ATL;DEN;6;0
4126.0;1225.0;115.0;MQ;ORD;TRI;5;0
5432.0;1175.0;84.0;EV;MEM;VPS;2;0
1041.0;425.0;190.0;AA;BOS;ORD;1;0
2146.0;1145.0;90.0;XE;CLE;ORF;4;0
6615.0;677.0;120.0;OO;DEN;GTF;3;0
2807.0;570.0;79.0;YV;PHX;SNA;1;0
299.0;606.0;104.0;UA;DEN;MCI;3;0
6364.0;1225.0;82.0;OH;CVG;MDT;5;0
431.0;1355.0;267.0;US;LAS;PHL;5;0
2746.0;745.0;95.0;MQ;BRO;DFW;1;0
1559.0;765.0;50.0;WN;MCO;RSW;5;0
1383.0;525.0;155.0;AA;MSP;DFW;3;0
4968.0;1090.0;64.0;EV;HSV;ATL;5;0
1110.0;465.0;165.0;WN;MHT;MDW;6;0
6548.0;360.0;54.0;OO;ATW;ORD;2;0
2528.0;620.0;135.0;WN;MCO;PIT;1;0
286.0;998.0;179.0;UA;IAH;IAD;4;0
6452.0;775.0;84.0;OO;LAX;TUS;6;0
429.0;360.0;75.0;FL;PNS;ATL;2;0
6603.0;855.0;134.0;OH;MSP;OKC;5;0
2724.0;610.0;85.0;MQ;DFW;MHK;5;0
215.0;815.0;85.0;WN;PHX;BUR;4;0
4041.0;920.0;50.0;MQ;ORD;BMI;2;0
2720.0;890.0;95.0;WN;SFO;LAS;3;0
4243.0;400.0;140.0;MQ;RDU;ORD;1;0
949.0;1077.0;249.0;UA;ORD;LAS;4;0
644.0;915.0;140.0;AA;DFW;CLT;2;0
1813.0;520.0;114.0;DL;ATL;STL;3;0
526.0;360.0;105.0;WN;PDX;SJC;2;0
745.0;795.0;250.0;AA;LGA;DFW;6;0
5493.0;1180.0;68.0;EV;MEM;MLU;5;0
1341.0;435.0;285.0;AA;ORD;SFO;5;0
284.0;960.0;310.0;AA;HNL;LAX;5;0
4470.0;912.0;66.0;OO;FAR;MSP;3;0
2833.0;455.0;120.0;MQ;DFW;CID;4;0
1793.0;1055.0;171.0;CO;CMH;IAH;3;0
264.0;838.0;125.0;FL;DCA;MKE;5;0
1072.0;1125.0;95.0;DL;MSY;ATL;4;0
4677.0;690.0;116.0;OO;SLC;BUR;7;0
331.0;395.0;75.0;WN;PHL;PIT;1;0
589.0;1000.0;55.0;AA;DFW;OKC;2;0
11.0;570.0;60.0;WN;DAL;HOU;7;0
3241.0;960.0;80.0;MQ;LIT;DFW;4;0
6582.0;960.0;93.0;OO;SFO;CEC;5;0
3242.0;575.0;60.0;MQ;SHV;DFW;3;0
100.0;385.0;125.0;FL;DFW;ATL;2;0
1193.0;1154.0;113.0;DL;CLT;DTW;4;0
2475.0;570.0;140.0;XE;TYS;IAH;4;0
2949.0;775.0;121.0;YV;PHX;TEX;1;0
2859.0;950.0;190.0;MQ;FAY;DFW;5;0
4476.0;785.0;63.0;OO;GJT;SLC;6;0
6591.0;890.0;128.0;OH;DCA;IND;6;0
3970.0;465.0;115.0;MQ;ORD;BWI;7;0
1533.0;985.0;70.0;WN;DEN;ABQ;1;0
846.0;493.0;370.0;UA;IAD;SFO;1;0
1555.0;1180.0;145.0;AA;MIA;SJU;1;0
6446.0;1060.0;57.0;OO;SMX;LAX;5;0
812.0;646.0;119.0;UA;DEN;DFW;4;0
1209.0;380.0;342.0;DL;BOS;SLC;1;0
6549.0;1218.0;101.0;OO;RDM;SFO;1;0
2509.0;865.0;118.0;DL;ORF;ATL;4;0
1147.0;635.0;80.0;DL;GPT;ATL;7;0
134.0;630.0;210.0;WN;DEN;TPA;3;0
2918.0;1365.0;60.0;MQ;DFW;HOU;3;0
2337.0;445.0;100.0;DL;BWI;DTW;4;0
4372.0;430.0;170.0;MQ;BDL;ORD;5;0
203.0;885.0;350.0;AA;MIA;LAX;3;0
43.0;540.0;340.0;HA;SJC;HNL;6;0
1409.0;1070.0;122.0;US;PHX;SFO;7;0
506.0;360.0;120.0;UA;SFO;PHX;5;0
777.0;1176.0;361.0;B6;BOS;LAS;5;0
541.0;405.0;178.0;US;DFW;LAS;1;0
665.0;995.0;160.0;F9;DEN;SFO;3;0
1962.0;1165.0;47.0;YV;ITO;HNL;7;0
4528.0;1010.0;100.0;MQ;CLE;LGA;1;0
2664.0;1175.0;178.0;DL;DTW;PBI;4;0
807.0;500.0;79.0;FL;BWI;BOS;4;0
33.0;840.0;362.0;US;HNL;PHX;6;0
4137.0;1305.0;51.0;9E;DTW;MBS;4;0
225.0;1220.0;103.0;AS;SFO;PDX;7;0
1094.0;1135.0;165.0;DL;ATL;MSP;6;0
943.0;420.0;85.0;US;ORF;CLT;3;0
3926.0;595.0;135.0;WN;HOU;ABQ;3;0
1670.0;975.0;110.0;US;CLT;PVD;7;0
1604.0;1030.0;193.0;DL;SLC;BNA;4;0
2739.0;479.0;127.0;DL;DCA;ATL;7;0
457.0;420.0;65.0;AA;MCO;MIA;4;0
4119.0;490.0;115.0;MQ;ORD;LIT;4;0
1475.0;620.0;190.0;AA;RDU;DFW;5;0
5285.0;1227.0;104.0;EV;ATL;LIT;5;0
64.0;1082.0;113.0;AS;KTN;SEA;3;0
4170.0;605.0;110.0;MQ;ORD;SYR;2;0
1589.0;750.0;175.0;WN;BWI;MCI;4;0
2303.0;510.0;167.0;XE;CLT;IAH;7;0
226.0;360.0;342.0;UA;SFO;BOS;1;0
1334.0;530.0;285.0;WN;MDW;SMF;7;0
1092.0;800.0;149.0;CO;IAH;CMH;5;0
633.0;895.0;187.0;AS;PHX;SEA;1;0
4387.0;810.0;65.0;MQ;DCA;RDU;4;0
349.0;600.0;72.0;US;ONT;PHX;3;0
5904.0;748.0;159.0;XE;BTV;ORD;3;0
744.0;684.0;184.0;B6;SJU;MCO;3;0
939.0;775.0;75.0;FL;JAX;ATL;1;0
2725.0;1268.0;67.0;YV;PHX;PSP;5;0
500.0;770.0;120.0;UA;SFO;PHX;2;0
72.0;581.0;139.0;B6;MCO;JFK;2;0
4947.0;995.0;71.0;EV;CAE;ATL;1;0
2734.0;350.0;50.0;MQ;ABI;DFW;7;0
1842.0;825.0;66.0;US;PHL;PVD;3;0
3306.0;670.0;180.0;MQ;CAE;DFW;6;0
1092.0;390.0;65.0;WN;MDW;STL;4;0
638.0;990.0;175.0;WN;MCO;MKE;2;0
1789.0;400.0;85.0;AA;ICT;DFW;1;0
15.0;550.0;365.0;HA;SAN;HNL;3;0
4253.0;480.0;115.0;MQ;ORD;ICT;3;0
861.0;1040.0;275.0;WN;MDW;LAX;7;0
4316.0;735.0;120.0;MQ;ORD;TUL;4;0
6617.0;910.0;62.0;OO;DEN;RAP;5;0
2229.0;500.0;200.0;AA;MIA;DFW;3;0
886.0;790.0;105.0;UA;SFO;LAS;3;0
2721.0;1065.0;50.0;MQ;DFW;ABI;5;0
408.0;470.0;205.0;CO;IAH;EWR;4;0
1376.0;570.0;74.0;DL;LGA;BOS;2;0
2682.0;549.0;102.0;YV;CLT;SYR;4;0
695.0;945.0;260.0;AA;JFK;AUS;2;0
1120.0;625.0;96.0;US;MCO;CLT;3;0
1262.0;360.0;169.0;US;MIA;PHL;3;0
192.0;1268.0;111.0;UA;ORD;BWI;2;0
191.0;600.0;120.0;FL;DCA;ATL;5;0
1253.0;980.0;104.0;DL;ATL;PIT;2;0
1206.0;420.0;126.0;FL;RIC;MCO;1;0
5050.0;940.0;56.0;EV;DTW;CAK;3;0
4692.0;585.0;140.0;OO;SLC;OKC;6;0
2818.0;1190.0;179.0;YV;PHX;DSM;1;0
145.0;949.0;141.0;F9;HOU;DEN;6;0
4598.0;800.0;90.0;OO;MOT;MSP;4;0
1752.0;1310.0;109.0;DL;ATL;IAD;4;0
2186.0;1200.0;83.0;US;DCA;LGA;2;0
263.0;870.0;109.0;FL;MKE;DCA;4;0
433.0;420.0;280.0;US;LAS;PHL;2;0
2850.0;960.0;100.0;MQ;SAF;DFW;7;0
6550.0;480.0;92.0;OO;TUS;LAX;4;0
1139.0;465.0;100.0;WN;IND;BWI;6;0
4208.0;1155.0;145.0;MQ;BWI;ORD;3;0
1759.0;1230.0;85.0;US;PHL;RDU;2;0
5482.0;955.0;90.0;EV;CRW;ATL;2;0
3639.0;1290.0;125.0;MQ;MIA;CLT;7;0
2771.0;990.0;150.0;WN;PHX;MCI;5;0
3829.0;747.0;113.0;9E;ABE;DTW;7;0
7094.0;1165.0;80.0;EV;DAY;IAD;2;0
2998.0;400.0;319.0;DL;PDX;JFK;2;0
620.0;855.0;65.0;AA;DFW;SAT;4;0
3068.0;565.0;73.0;XE;IAH;HRL;4;0
1505.0;451.0;288.0;US;CLT;PHX;2;0
1084.0;1040.0;190.0;AA;SJC;DFW;5;0
5258.0;930.0;143.0;EV;ATL;ICT;3;0
8.0;865.0;91.0;B6;JFK;BUF;3;0
517.0;480.0;173.0;AS;SNA;SEA;4;0
4007.0;830.0;93.0;9E;MEM;DAL;6;0
3837.0;535.0;55.0;WN;AUS;DAL;4;0
5951.0;345.0;95.0;XE;CAK;ORD;2;0
643.0;1160.0;110.0;WN;SMF;PHX;7;0
3505.0;525.0;80.0;WN;PIT;PHL;5;0
2363.0;1020.0;394.0;DL;JFK;LAX;4;0
3633.0;435.0;120.0;MQ;MIA;CLT;2;0
478.0;1185.0;155.0;AS;SEA;LAX;6;0
299.0;611.0;103.0;UA;DEN;MCI;2;0
4612.0;900.0;110.0;MQ;LGA;RDU;6;0
518.0;1180.0;159.0;AS;SEA;SNA;6;0
199.0;440.0;157.0;CO;IAH;DEN;2;0
1702.0;415.0;225.0;DL;LAS;ATL;4;0
234.0;360.0;96.0;UA;OMA;ORD;6;0
1839.0;360.0;60.0;AA;OKC;DFW;2;0
2514.0;610.0;59.0;DL;DTW;GRR;3;0
1001.0;360.0;71.0;B6;BOS;JFK;1;0
1154.0;765.0;75.0;AA;DFW;ICT;2;0
1198.0;720.0;132.0;US;PBI;DCA;5;0
2098.0;1310.0;98.0;DL;ATL;CMH;4;0
2997.0;1110.0;380.0;DL;JFK;PDX;1;0
1032.0;462.0;163.0;FL;PIT;RSW;6;0
1103.0;557.0;108.0;B6;JFK;RDU;1;0
1636.0;580.0;85.0;WN;MCI;MKE;4;0
1872.0;380.0;90.0;DL;TPA;ATL;7;0
35.0;480.0;400.0;HA;PHX;HNL;5;0
269.0;480.0;205.0;DL;JFK;MIA;7;0
2861.0;465.0;159.0;DL;PHL;ATL;2;0
1863.0;972.0;166.0;DL;DCA;MSP;2;0
3391.0;365.0;60.0;MQ;TXK;DFW;5;0
333.0;840.0;165.0;AA;LGA;ORD;5;0
1050.0;855.0;83.0;DL;MEM;ATL;5;0
6381.0;1366.0;43.0;OO;SFO;MRY;4;0
2822.0;1150.0;83.0;YV;PSP;PHX;7;0
1247.0;510.0;180.0;AA;BOS;ORD;4;0
79.0;510.0;183.0;US;PHX;SEA;1;0
1839.0;360.0;60.0;AA;OKC;DFW;3;0
1551.0;634.0;80.0;DL;MEM;ATL;7;0
2103.0;575.0;281.0;DL;ATL;LAS;6;0
361.0;526.0;239.0;F9;TPA;DEN;3;0
2715.0;630.0;75.0;MQ;DFW;LFT;6;0
278.0;1170.0;113.0;UA;ORD;MDT;4;0
1809.0;550.0;98.0;US;PIT;CLT;6;0
633.0;790.0;310.0;AA;SJU;DFW;7;0
856.0;945.0;255.0;AA;STT;BOS;4;0
2330.0;655.0;127.0;DL;MSP;MEM;1;0
2857.0;860.0;80.0;MQ;DFW;JAN;1;0
368.0;745.0;227.0;CO;PHX;CLE;5;0
1990.0;890.0;105.0;US;CLT;IND;1;0
2558.0;1270.0;202.0;XE;EWR;OMA;3;0
6668.0;460.0;102.0;OO;IDA;DEN;5;0
598.0;1175.0;150.0;AA;DFW;RDU;5;0
1019.0;1135.0;32.0;YV;OGG;HNL;2;0
265.0;611.0;109.0;FL;MKE;DCA;1;0
1415.0;360.0;180.0;WN;MSY;DEN;3;0
770.0;735.0;105.0;WN;DAL;ELP;2;0
1280.0;380.0;215.0;AA;SJC;DFW;3;0
2807.0;570.0;79.0;YV;PHX;SNA;3;0
610.0;385.0;129.0;B6;JAX;JFK;3;0
2833.0;620.0;73.0;XE;IAH;JAN;4;0
853.0;705.0;98.0;UA;SAN;SFO;7;0
5976.0;963.0;72.0;XE;ORD;LEX;3;0
413.0;995.0;347.0;US;CLT;SFO;3;0
7308.0;1164.0;107.0;YV;JAX;IAD;4;0
1697.0;995.0;130.0;WN;TPA;BWI;7;0
2205.0;360.0;120.0;DL;MDW;ATL;5;0
1479.0;845.0;150.0;AA;ATL;DFW;5;0
6473.0;1140.0;123.0;OH;CVG;EWR;3;0
250.0;1090.0;77.0;B6;LGB;OAK;3;0
3339.0;920.0;65.0;MQ;DFW;AEX;4;0
1061.0;430.0;208.0;AA;JFK;MIA;1;0
3761.0;1180.0;85.0;WN;BOI;SEA;5;0
347.0;475.0;155.0;CO;ORD;IAH;3;0
4179.0;585.0;90.0;MQ;MQT;ORD;4;0
261.0;1040.0;49.0;HA;ITO;HNL;3;0
3788.0;914.0;131.0;9E;CLE;MSP;5;0
372.0;875.0;55.0;WN;MCI;STL;2;0
4007.0;940.0;70.0;MQ;ORD;CMH;7;0
2015.0;895.0;190.0;AA;DTW;MIA;5;0
2395.0;945.0;180.0;AA;CLT;DFW;6;0
3840.0;855.0;120.0;MQ;ORD;ATL;2;0
2247.0;840.0;160.0;DL;LGA;ATL;3;0
6811.0;1348.0;85.0;OO;LAX;RNO;2;0
4770.0;1303.0;70.0;OO;SLC;CPR;3;0
7068.0;1057.0;88.0;EV;IAD;GSP;5;0
6528.0;675.0;130.0;OH;CVG;BOS;4;0
2322.0;840.0;90.0;DL;MEM;MCI;5;0
4741.0;912.0;60.0;OO;IDA;SLC;1;0
3325.0;360.0;130.0;MQ;DSM;DFW;2;0
1491.0;751.0;139.0;FL;CMH;MCO;2;0
2901.0;1110.0;70.0;MQ;DFW;LBB;3;0
4194.0;1025.0;95.0;9E;MSP;BMI;1;0
546.0;661.0;138.0;UA;PHX;SFO;3;0
1900.0;675.0;154.0;DL;ATL;BOS;7;0
2763.0;734.0;116.0;XE;VPS;IAH;4;0
1705.0;1150.0;134.0;US;BDL;CLT;4;0
429.0;765.0;135.0;WN;LAX;DEN;1;0
944.0;748.0;75.0;FL;ROC;BWI;6;0
3044.0;725.0;140.0;MQ;LAX;DEN;3;0
434.0;525.0;124.0;FL;ATL;MKE;4;0
196.0;1337.0;281.0;B6;LAS;JFK;4;0
2168.0;660.0;68.0;US;DCA;LGA;2;0
6763.0;910.0;86.0;OH;JFK;SYR;2;0
1677.0;345.0;219.0;CO;PHL;IAH;3;0
220.0;1250.0;250.0;FL;MKE;LAS;5;0
4586.0;610.0;110.0;OO;SJC;SLC;5;0
155.0;1150.0;85.0;WN;SFO;SAN;2;0
5153.0;735.0;68.0;EV;ATL;MYR;2;0
1751.0;705.0;70.0;WN;CMH;BWI;2;0
7022.0;887.0;60.0;OO;ATW;ORD;3;0
6585.0;1100.0;85.0;OH;ATW;DTW;1;0
2724.0;390.0;79.0;DL;BIS;MSP;4;0
5173.0;875.0;84.0;EV;MEM;ECP;5;0
1401.0;884.0;156.0;FL;MCO;ROC;2;0
136.0;1410.0;290.0;UA;LAX;IAD;2;0
2039.0;900.0;96.0;US;BOS;DCA;5;0
2847.0;740.0;190.0;MQ;CHS;DFW;4;0
417.0;1350.0;55.0;AA;DFW;AUS;5;0
4243.0;400.0;140.0;MQ;RDU;ORD;4;0
2927.0;385.0;73.0;XE;DCA;CLE;2;0
1178.0;935.0;164.0;FL;GRR;RSW;1;0
290.0;365.0;125.0;FL;HOU;ATL;5;0
302.0;1080.0;115.0;UA;ORD;ALB;2;0
1133.0;640.0;70.0;WN;MAF;DAL;1;0
3784.0;1185.0;78.0;9E;MEM;COU;3;0
2041.0;960.0;92.0;US;BOS;DCA;3;0
4351.0;1175.0;70.0;MQ;ORD;LSE;7;0
2665.0;930.0;86.0;YV;CVG;CLT;5;0
1140.0;1130.0;99.0;DL;ATL;IND;6;0
2748.0;330.0;69.0;DL;SAV;ATL;5;0
6239.0;697.0;74.0;OO;DEN;ABQ;6;0
1289.0;465.0;105.0;WN;SEA;SMF;4;0
1921.0;460.0;90.0;WN;DAL;BHM;3;0
6455.0;500.0;65.0;OH;ATL;CHA;2;0
504.0;505.0;162.0;AS;SEA;SNA;4;0
5180.0;755.0;105.0;EV;BOS;DCA;1;0
4.0;430.0;244.0;US;ORD;PHX;1;0
2038.0;650.0;185.0;AA;MIA;DTW;1;0
1783.0;1025.0;75.0;WN;FLL;JAX;1;0
1660.0;455.0;120.0;AA;DFW;IND;7;0
2826.0;1070.0;180.0;MQ;CAE;DFW;4;0
6340.0;370.0;193.0;OH;EWR;MEM;5;0
1990.0;965.0;60.0;AA;MIA;MCO;5;0
2008.0;1065.0;118.0;DL;DEN;MSP;7;0
2570.0;480.0;145.0;DL;RSW;CVG;5;0
1020.0;606.0;167.0;US;PHL;MCO;6;0
1792.0;1365.0;238.0;DL;SAN;ATL;4;0
3655.0;545.0;127.0;9E;MSP;TUL;4;0
6280.0;680.0;71.0;OH;CVG;PIT;2;0
7356.0;512.0;118.0;EV;ATL;MLI;3;0
1079.0;839.0;170.0;FL;HPN;MCO;4;0
3031.0;870.0;45.0;MQ;LAX;SAN;5;0
476.0;899.0;105.0;FL;ATL;BWI;1;0
1289.0;1195.0;125.0;WN;MDW;LGA;7;0
5592.0;690.0;70.0;EV;CAE;ATL;2;0
2910.0;360.0;124.0;DL;RDU;DTW;5;0
781.0;472.0;204.0;UA;CMH;DEN;4;0
2284.0;1030.0;114.0;XE;IAH;TYS;3;0
5593.0;895.0;80.0;EV;ATL;MOB;5;0
1413.0;622.0;151.0;DL;BOS;CVG;1;0
2834.0;1160.0;85.0;MQ;DFW;MHK;4;0
2431.0;1076.0;124.0;XE;IND;EWR;7;0
95.0;535.0;75.0;FL;ATL;RDU;5;0
2402.0;1045.0;165.0;AA;AUS;ORD;6;0
2132.0;690.0;186.0;DL;MSP;GEG;1;0
283.0;865.0;140.0;F9;STL;DEN;6;0
6681.0;1040.0;56.0;OH;DTW;AZO;3;0
6389.0;787.0;54.0;OO;SFO;RNO;4;0
2217.0;515.0;285.0;DL;DTW;LAS;4;0
5091.0;1365.0;81.0;EV;ATL;JAN;2;0
4532.0;660.0;95.0;MQ;BNA;DCA;6;0
373.0;570.0;103.0;CO;CLT;EWR;3;0
1230.0;995.0;114.0;US;CLT;DTW;4;0
4726.0;1200.0;102.0;OO;SLC;MFR;2;0
917.0;990.0;170.0;B6;JFK;ORD;2;0
1420.0;667.0;137.0;FL;IND;TPA;3;0
1912.0;1290.0;99.0;DL;ATL;RIC;5;0
4153.0;830.0;135.0;MQ;AVP;ORD;7;0
1136.0;510.0;220.0;DL;SLC;ATL;7;0
4152.0;370.0;60.0;MQ;AZO;ORD;6;0
4128.0;465.0;97.0;9E;TRI;DTW;1;0
107.0;851.0;124.0;F9;MSP;DEN;2;0
3875.0;360.0;114.0;9E;GSP;DTW;1;0
2757.0;960.0;49.0;YV;TUS;PHX;3;0
28.0;825.0;300.0;AA;HNL;SFO;4;0
3395.0;1080.0;75.0;MQ;DFW;BTR;4;0
2882.0;1439.0;58.0;YV;PHX;FLG;3;0
2878.0;395.0;135.0;MQ;GJT;DFW;2;0
1959.0;1060.0;225.0;AA;BOS;MIA;6;0
7268.0;737.0;81.0;YV;IAD;LGA;7;0
2356.0;355.0;125.0;DL;RDU;DTW;5;0
4653.0;1053.0;145.0;OO;FAR;SLC;4;0
2890.0;1152.0;108.0;XE;CMH;EWR;4;0
119.0;959.0;164.0;CO;TPA;EWR;7;0
4375.0;385.0;65.0;MQ;DCA;RDU;2;0
2039.0;510.0;165.0;XE;EWR;ORD;4;0
512.0;465.0;70.0;WN;SAN;LAS;2;0
4824.0;1012.0;101.0;OO;SLC;COS;1;0
1306.0;960.0;170.0;AA;SAN;DFW;1;0
1268.0;495.0;154.0;FL;MCO;BMI;4;0
5204.0;603.0;107.0;EV;SGF;ATL;3;0
65.0;420.0;133.0;AS;SEA;KTN;6;0
572.0;455.0;85.0;WN;SNA;SFO;3;0
6821.0;540.0;69.0;OO;RDD;SFO;6;0
2171.0;1175.0;163.0;XE;IAH;ORF;3;0
314.0;890.0;69.0;FL;ATL;CLT;4;0
642.0;1040.0;70.0;AA;SAT;DFW;7;0
6244.0;609.0;159.0;OO;DEN;CVG;7;0
224.0;678.0;101.0;CO;CLE;EWR;5;0
491.0;635.0;60.0;AA;OKC;DFW;3;0
785.0;606.0;290.0;UA;BOS;DEN;1;0
550.0;1030.0;150.0;AA;LAS;DFW;3;0
4095.0;1150.0;91.0;9E;MSP;SBN;2;0
6322.0;589.0;45.0;OO;SAN;LAX;3;0
6294.0;1040.0;66.0;OH;DTW;DAY;6;0
3031.0;870.0;45.0;MQ;LAX;SAN;4;0
6393.0;1280.0;110.0;OO;SFO;PSC;6;0
1226.0;495.0;125.0;US;EWR;CLT;4;0
1869.0;1340.0;78.0;US;CLT;BNA;3;0
6573.0;776.0;57.0;OO;HDN;DEN;7;0
3784.0;1185.0;78.0;9E;MEM;COU;3;0
1599.0;610.0;70.0;AA;DFW;IAH;3;0
1087.0;465.0;130.0;WN;BNA;FLL;7;0
1563.0;1122.0;176.0;DL;DCA;MSP;3;0
2858.0;945.0;110.0;MQ;DFW;DSM;7;0
6623.0;445.0;210.0;OH;LGA;MCI;5;0
584.0;945.0;145.0;AS;PDX;SNA;5;0
2617.0;689.0;51.0;YV;CLT;GSO;2;0
382.0;593.0;51.0;HA;HNL;ITO;3;0
23.0;575.0;69.0;B6;SYR;JFK;1;0
3935.0;355.0;130.0;9E;EWR;DTW;7;0
2185.0;435.0;70.0;WN;FLL;JAX;3;0
4743.0;400.0;135.0;OO;CLE;MSP;4;0
1648.0;960.0;144.0;CO;IAH;FLL;4;0
1189.0;1155.0;137.0;US;DCA;MCO;7;0
38.0;1199.0;86.0;B6;JFK;ROC;7;0
4698.0;1200.0;65.0;MQ;DCA;RDU;2;0
707.0;1335.0;95.0;FL;ATL;DAY;5;0
6350.0;722.0;79.0;OO;SFO;ONT;6;0
328.0;716.0;37.0;HA;HNL;OGG;3;0
1011.0;570.0;35.0;YV;HNL;OGG;1;0
1899.0;986.0;69.0;DL;ATL;BNA;6;0
5080.0;686.0;93.0;EV;MLU;ATL;1;0
5921.0;517.0;94.0;XE;IAD;TYS;3;0
873.0;985.0;350.0;AS;OGG;ANC;4;0
870.0;775.0;351.0;UA;SFO;JFK;4;0
675.0;362.0;113.0;UA;BUF;ORD;5;0
380.0;1058.0;153.0;UA;MSY;IAD;5;0
